NAME	# MATCHING PROBE SETS	MATCHING PROBE SET(S)	
TMCC1	1	ENSG00000172765	
BAG4	1	ENSG00000156735	
INPP5B	1	ENSG00000204084	
ZFAND5	1	ENSG00000107372	
ATXN3	1	ENSG00000066427	
RORC	1	ENSG00000143365	
RANBP2	1	ENSG00000153201	
SRSF4	1	ENSG00000116350	
AFF4	1	ENSG00000072364	
ZBTB1	1	ENSG00000126804	
SLC25A28	1	ENSG00000155287	
MXD1	1	ENSG00000059728	
PDPK1	1	ENSG00000140992	
TRAPPC14	1	ENSG00000146826	
TRAPPC6B	1	ENSG00000182400	
NUDT16	1	ENSG00000198585	
CRB3	1	ENSG00000130545	
COX14	1	ENSG00000178449	
NUFIP2	1	ENSG00000108256	
USF2	1	ENSG00000105698	
GRINA	1	ENSG00000178719	
SENP6	1	ENSG00000112701	
PWWP2B	1	ENSG00000171813	
LMBR1	1	ENSG00000105983	
TTC28-AS1	1	ENSG00000235954	
SPG11	1	ENSG00000104133	
CTDNEP1	1	ENSG00000175826	
CALCOCO1	1	ENSG00000012822	
ORC2	1	ENSG00000115942	
DDX27	1	ENSG00000124228	
ASAH1	1	ENSG00000104763	
SLFN5	1	ENSG00000166750	
ARL5A	1	ENSG00000162980	
SHC1	1	ENSG00000160691	
ZNF664	1	ENSG00000179195	
SLC39A3	1	ENSG00000141873	
CMAS	1	ENSG00000111726	
ARMC1	1	ENSG00000104442	
SLC39A7	1	ENSG00000112473	
DTX3L	1	ENSG00000163840	
SCAMP4	1	ENSG00000227500	
INTS3	1	ENSG00000143624	
MKRN2	1	ENSG00000075975	
SUCLG2P2	1	ENSG00000236349	
SLC11A2	1	ENSG00000110911	
SEL1L	1	ENSG00000071537	
SIAH2	1	ENSG00000181788	
KTN1	1	ENSG00000126777	
SF3B1	1	ENSG00000115524	
RTCA	1	ENSG00000137996	
CDC23	1	ENSG00000094880	
FAAH	1	ENSG00000117480	
GDE1	1	ENSG00000006007	
GPX4	1	ENSG00000167468	
MED13L	1	ENSG00000123066	
GTPBP2	1	ENSG00000172432	
RNF185	1	ENSG00000138942	
ZNF605	1	ENSG00000196458	
WDR7	1	ENSG00000091157	
THUMPD1	1	ENSG00000066654	
ETV3	1	ENSG00000117036	
SYNM	1	ENSG00000182253	
CREB1	1	ENSG00000118260	
CS	1	ENSG00000062485	
BRD9	1	ENSG00000028310	
AZIN2	1	ENSG00000142920	
ACTR8	1	ENSG00000113812	
NLGN2	1	ENSG00000169992	
KLHL24	1	ENSG00000114796	
TRIM62	1	ENSG00000116525	
IL20RA	1	ENSG00000016402	
SDCCAG8	1	ENSG00000054282	
ZNF800	1	ENSG00000048405	
HMGN1P38	1	ENSG00000253954	
ESYT2	1	ENSG00000117868	
CHD9	1	ENSG00000177200	
TSEN34	1	ENSG00000170892	
SSC4D	1	ENSG00000146700	
RHOBTB3	1	ENSG00000164292	
CCDC186	1	ENSG00000165813	
NOL8	1	ENSG00000198000	
ERO1A	1	ENSG00000197930	
ZNF623	1	ENSG00000183309	
TEX261	1	ENSG00000144043	
EPB41L1	1	ENSG00000088367	
ATP5F1C	1	ENSG00000165629	
TIMMDC1	1	ENSG00000113845	
ADIPOR1	1	ENSG00000159346	
RTN4IP1	1	ENSG00000130347	
INTS6	1	ENSG00000102786	
SRP9	1	ENSG00000143742	
SPTLC1	1	ENSG00000090054	
HBS1L	1	ENSG00000112339	
FBXO30	1	ENSG00000118496	
CLCN3	1	ENSG00000109572	
CEP120	1	ENSG00000168944	
COG1	1	ENSG00000166685	
LARP1	1	ENSG00000155506	
SGCB	1	ENSG00000163069	
UBE3B	1	ENSG00000151148	
TRIP11	1	ENSG00000100815	
HDGFL3	1	ENSG00000166503	
OCIAD1	1	ENSG00000109180	
TMEM50A	1	ENSG00000183726	
HDAC1	1	ENSG00000116478	
OPA1	1	ENSG00000198836	
TOR1B	1	ENSG00000136816	
FXR1	1	ENSG00000114416	
PYURF	1	ENSG00000145337	
ASXL2	1	ENSG00000143970	
PLEKHB2	1	ENSG00000115762	
XIST	1	ENSG00000229807	
ZNF471	1	ENSG00000196263	
ANGEL1	1	ENSG00000013523	
TXNDC15	1	ENSG00000113621	
SSBP2	1	ENSG00000145687	
PPP6R2	1	ENSG00000100239	
NDUFA12	1	ENSG00000184752	
CLIP4	1	ENSG00000115295	
C9orf78	1	ENSG00000136819	
ZNF10	1	ENSG00000256223	
TMEM63A	1	ENSG00000196187	
COMMD2	1	ENSG00000114744	
INTS6P1	1	ENSG00000250492	
EEA1	1	ENSG00000102189	
HMGN2	1	ENSG00000198830	
LAP3	1	ENSG00000002549	
CBLL1	1	ENSG00000105879	
ARF1	1	ENSG00000143761	
CTSD	1	ENSG00000117984	
RPL5P23	1	ENSG00000240395	
ANKZF1	1	ENSG00000163516	
COMMD10	1	ENSG00000145781	
ZNF576	1	ENSG00000124444	
OSBPL11	1	ENSG00000144909	
SSR4	1	ENSG00000180879	
DDX55	1	ENSG00000111364	
MED17	1	ENSG00000042429	
ATAD3B	1	ENSG00000160072	
TAOK1	1	ENSG00000160551	
GOSR2	1	ENSG00000108433	
PAN2	1	ENSG00000135473	
ZNF414	1	ENSG00000133250	
EIF1AX	1	ENSG00000173674	
ZNF37A	1	ENSG00000075407	
MKNK2	1	ENSG00000099875	
DARS2	1	ENSG00000117593	
STAM2	1	ENSG00000115145	
MGST3	1	ENSG00000143198	
MIB2	1	ENSG00000197530	
TSPAN6	1	ENSG00000000003	
VAMP7	1	ENSG00000124333	
PEX5	1	ENSG00000139197	
USP33	1	ENSG00000077254	
FBXO32	1	ENSG00000156804	
RPL7AP30	1	ENSG00000241741	
ZNF687	1	ENSG00000143373	
MPI	1	ENSG00000178802	
TTC22	1	ENSG00000006555	
CLN5	1	ENSG00000102805	
ATG9A	1	ENSG00000198925	
ZNF639	1	ENSG00000121864	
ZBTB4	1	ENSG00000174282	
DNAJB14	1	ENSG00000164031	
MDH1	1	ENSG00000014641	
CIAO1	1	ENSG00000144021	
ZNF445	1	ENSG00000185219	
MRPL50	1	ENSG00000136897	
TMED10	1	ENSG00000170348	
SMYD4	1	ENSG00000186532	
ZNF76	1	ENSG00000065029	
ACTR6	1	ENSG00000075089	
LRPAP1	1	ENSG00000163956	
CDADC1	1	ENSG00000102543	
IDUA	1	ENSG00000127415	
FKBP14	1	ENSG00000106080	
FAM136A	1	ENSG00000035141	
EVC	1	ENSG00000072840	
DNAJA3	1	ENSG00000103423	
ZNF397	1	ENSG00000186812	
DMXL1	1	ENSG00000172869	
VPS50	1	ENSG00000004766	
MLXIPL	1	ENSG00000009950	
SMAD5	1	ENSG00000113658	
SLAIN2	1	ENSG00000109171	
CTDP1	1	ENSG00000060069	
ZNF516	1	ENSG00000101493	
GYG1	1	ENSG00000163754	
ZCCHC9	1	ENSG00000131732	
ICE1	1	ENSG00000164151	
YIPF2	1	ENSG00000130733	
CHD2	1	ENSG00000173575	
ZBTB43	1	ENSG00000169155	
EIF4EP2	1	ENSG00000229944	
RAVER2	1	ENSG00000162437	
MCTP2	1	ENSG00000140563	
SNX18	1	ENSG00000178996	
LARGE1	1	ENSG00000133424	
PIK3R1	1	ENSG00000145675	
CSRNP2	1	ENSG00000110925	
RNF4	1	ENSG00000063978	
MOB1A	1	ENSG00000114978	
RPL10AP2	1	ENSG00000188873	
PJA2	1	ENSG00000198961	
CIR1	1	ENSG00000138433	
SSR2	1	ENSG00000163479	
WDR20	1	ENSG00000140153	
RIC1	1	ENSG00000107036	
OSBPL1A	1	ENSG00000141447	
SMPD1	1	ENSG00000166311	
RAB2A	1	ENSG00000104388	
FAM234A	1	ENSG00000167930	
BOD1L1	1	ENSG00000038219	
MDM1	1	ENSG00000111554	
MFF	1	ENSG00000168958	
DIPK2A	1	ENSG00000181744	
SEPTIN2	1	ENSG00000168385	
CCNT1	1	ENSG00000129315	
SNAPIN	1	ENSG00000143553	
HERPUD2	1	ENSG00000122557	
ATG12	1	ENSG00000145782	
ZNF225	1	ENSG00000256294	
HIPK1	1	ENSG00000163349	
CCDC126	1	ENSG00000169193	
TPMT	1	ENSG00000137364	
SWT1	1	ENSG00000116668	
BCOR	1	ENSG00000183337	
MIS12	1	ENSG00000167842	
ST13	1	ENSG00000100380	
SLC12A2-DT	1	ENSG00000245937	
HDAC4	1	ENSG00000068024	
TCEAL4	1	ENSG00000133142	
SLC38A7	1	ENSG00000103042	
GMPS	1	ENSG00000163655	
THUMPD3	1	ENSG00000134077	
LSG1	1	ENSG00000041802	
ZRANB1	1	ENSG00000019995	
SEC63P1	1	ENSG00000228057	
GPR107	1	ENSG00000148358	
GCFC2	1	ENSG00000005436	
DGKE	1	ENSG00000153933	
ZNF737	1	ENSG00000237440	
SGSM2	1	ENSG00000141258	
ENTPD4	1	ENSG00000197217	
GPI	1	ENSG00000105220	
METTL18	1	ENSG00000171806	
RALBP1	1	ENSG00000017797	
AIF1L	1	ENSG00000126878	
LPIN2	1	ENSG00000101577	
SMG7	1	ENSG00000116698	
TSNAX	1	ENSG00000116918	
WDR45B	1	ENSG00000141580	
ABHD4	1	ENSG00000100439	
LCORL	1	ENSG00000178177	
SHFL	1	ENSG00000130813	
DHTKD1	1	ENSG00000181192	
VGLL4	1	ENSG00000144560	
METTL25	1	ENSG00000127720	
SOWAHB	1	ENSG00000186212	
CYRIB	1	ENSG00000153310	
RAB25	1	ENSG00000132698	
RAD21	1	ENSG00000164754	
ZBTB48	1	ENSG00000204859	
STOML2	1	ENSG00000165283	
FASTK	1	ENSG00000164896	
EZH1	1	ENSG00000108799	
PPP2CA	1	ENSG00000113575	
LRP6	1	ENSG00000070018	
ZFYVE28	1	ENSG00000159733	
PRX	1	ENSG00000105227	
PRKAB2	1	ENSG00000131791	
EIF3F	1	ENSG00000175390	
PLSCR1	1	ENSG00000188313	
CASP2	1	ENSG00000106144	
RICTOR	1	ENSG00000164327	
GID4	1	ENSG00000141034	
NDOR1	1	ENSG00000188566	
ERLIN1	1	ENSG00000107566	
ISCU	1	ENSG00000136003	
ANP32B	1	ENSG00000136938	
ATP5IF1	1	ENSG00000130770	
FASTKD1	1	ENSG00000138399	
SRSF7	1	ENSG00000115875	
ZNF197	1	ENSG00000186448	
METTL9	1	ENSG00000197006	
EIF2B1	1	ENSG00000111361	
VAT1	1	ENSG00000108828	
ENTPD6	1	ENSG00000197586	
ERCC4	1	ENSG00000175595	
RBMXL1	1	ENSG00000213516	
MARCHF2	1	ENSG00000099785	
P3H3	1	ENSG00000110811	
ZZEF1	1	ENSG00000074755	
TRIM52	1	ENSG00000183718	
PHKA2	1	ENSG00000044446	
NRDC	1	ENSG00000078618	
JPX	1	ENSG00000225470	
AGK	1	ENSG00000006530	
SLC9A1	1	ENSG00000090020	
SPEG	1	ENSG00000072195	
EPOR	1	ENSG00000187266	
RBM5	1	ENSG00000003756	
CSTF3	1	ENSG00000176102	
NOC3L	1	ENSG00000173145	
ZNF569	1	ENSG00000196437	
PHF12	1	ENSG00000109118	
MAPKAPK5	1	ENSG00000089022	
CC2D1B	1	ENSG00000154222	
SLC30A9	1	ENSG00000014824	
SPIN1	1	ENSG00000106723	
RNF10	1	ENSG00000022840	
COX10	1	ENSG00000006695	
TMEM267	1	ENSG00000151881	
HMGN3	1	ENSG00000118418	
ANKS6	1	ENSG00000165138	
DNASE1L1	1	ENSG00000013563	
MALT1	1	ENSG00000172175	
CSNK2A1	1	ENSG00000101266	
ADCK5	1	ENSG00000173137	
PSKH1	1	ENSG00000159792	
ORC4	1	ENSG00000115947	
SMC2	1	ENSG00000136824	
RIOX2	1	ENSG00000170854	
KAT6A	1	ENSG00000083168	
MRPL22	1	ENSG00000082515	
RPL10P9	1	ENSG00000233913	
RABGEF1P1	1	ENSG00000229180	
ATP6V0E1	1	ENSG00000113732	
PFN2	1	ENSG00000070087	
CBX5	1	ENSG00000094916	
HSBP1L1	1	ENSG00000226742	
NR2C1	1	ENSG00000120798	
MRPS35	1	ENSG00000061794	
APPL2	1	ENSG00000136044	
CHCHD1	1	ENSG00000172586	
SLC25A3	1	ENSG00000075415	
ANGEL2	1	ENSG00000174606	
ANTXR2	1	ENSG00000163297	
MECP2	1	ENSG00000169057	
SCYL2	1	ENSG00000136021	
EIF3H	1	ENSG00000147677	
CNPPD1	1	ENSG00000115649	
ERAL1	1	ENSG00000132591	
SDF2	1	ENSG00000132581	
COA5	1	ENSG00000183513	
TCEA1P2	1	ENSG00000230409	
CPSF2	1	ENSG00000165934	
ACO2	1	ENSG00000100412	
SEC13	1	ENSG00000157020	
CCSAP	1	ENSG00000154429	
CPNE3	1	ENSG00000085719	
IKZF5	1	ENSG00000095574	
KDELR2	1	ENSG00000136240	
MIA3	1	ENSG00000154305	
IL6ST	1	ENSG00000134352	
ARSD	1	ENSG00000006756	
LENG8	1	ENSG00000167615	
POT1	1	ENSG00000128513	
FIS1	1	ENSG00000214253	
PDXDC1	1	ENSG00000179889	
LRP11	1	ENSG00000120256	
NR3C1	1	ENSG00000113580	
NDUFB11	1	ENSG00000147123	
COQ4	1	ENSG00000167113	
ALDOA	1	ENSG00000149925	
ANO6	1	ENSG00000177119	
RBBP7	1	ENSG00000102054	
APBB3	1	ENSG00000113108	
SLAIN1	1	ENSG00000139737	
STAU2	1	ENSG00000040341	
NUCKS1	1	ENSG00000069275	
CHPT1	1	ENSG00000111666	
PEX1	1	ENSG00000127980	
ADAR	1	ENSG00000160710	
CASP6	1	ENSG00000138794	
IMMT	1	ENSG00000132305	
RAB7A	1	ENSG00000075785	
PCYT1A	1	ENSG00000161217	
YIPF6	1	ENSG00000181704	
TMEM127	1	ENSG00000135956	
HSP90B3P	1	ENSG00000203914	
TOP1	1	ENSG00000198900	
ZNF292	1	ENSG00000188994	
PRDM2	1	ENSG00000116731	
PABPC1	1	ENSG00000070756	
NEK9	1	ENSG00000119638	
PCNX1	1	ENSG00000100731	
CD55	1	ENSG00000196352	
ABLIM3	1	ENSG00000173210	
GAD1	1	ENSG00000128683	
ZNF768	1	ENSG00000169957	
QTRT1	1	ENSG00000213339	
PDCD6IP	1	ENSG00000170248	
CEP44	1	ENSG00000164118	
ICE2	1	ENSG00000128915	
TAF6	1	ENSG00000106290	
ELOA	1	ENSG00000011007	
ZNF148	1	ENSG00000163848	
LIG3	1	ENSG00000005156	
ABCC5	1	ENSG00000114770	
GCSHP5	1	ENSG00000224837	
TERF2IP	1	ENSG00000166848	
DHX58	1	ENSG00000108771	
AKAP9	1	ENSG00000127914	
DDX18	1	ENSG00000088205	
PNN	1	ENSG00000100941	
TAF2	1	ENSG00000064313	
MZF1	1	ENSG00000099326	
PTGES3	1	ENSG00000110958	
RPL6P19	1	ENSG00000230383	
SMIM30	1	ENSG00000214194	
TM2D2	1	ENSG00000169490	
NAP1L4P3	1	ENSG00000234145	
SP100	1	ENSG00000067066	
APTX	1	ENSG00000137074	
ATP6AP1	1	ENSG00000071553	
HS1BP3	1	ENSG00000118960	
UHRF2	1	ENSG00000147854	
SCAPER	1	ENSG00000140386	
RNF138	1	ENSG00000134758	
TRAK2	1	ENSG00000115993	
NUS1	1	ENSG00000153989	
MRI1	1	ENSG00000037757	
CHCHD2	1	ENSG00000106153	
SLC38A10	1	ENSG00000157637	
VDAC2	1	ENSG00000165637	
TDRP	1	ENSG00000180190	
EEF1D	1	ENSG00000104529	
PTCD3	1	ENSG00000132300	
USO1	1	ENSG00000138768	
VEZF1	1	ENSG00000136451	
TXNP6	1	ENSG00000234036	
ILKAP	1	ENSG00000132323	
ZBTB41	1	ENSG00000177888	
VANGL1	1	ENSG00000173218	
CMTR1	1	ENSG00000137200	
ZNF263	1	ENSG00000006194	
GAMT	1	ENSG00000130005	
MCL1	1	ENSG00000143384	
PTGR2	1	ENSG00000140043	
PHF1	1	ENSG00000112511	
WASHC5	1	ENSG00000164961	
DCAF17	1	ENSG00000115827	
HSF1	1	ENSG00000185122	
HSPA9P1	1	ENSG00000226666	
BDH1	1	ENSG00000161267	
ACADSB	1	ENSG00000196177	
COX11	1	ENSG00000166260	
TECPR2	1	ENSG00000196663	
ZNF808	1	ENSG00000198482	
CHMP2B	1	ENSG00000083937	
DNAJC21	1	ENSG00000168724	
SKIC2	1	ENSG00000204351	
BAG5	1	ENSG00000166170	
FHDC1	1	ENSG00000137460	
MROH1	1	ENSG00000179832	
SIRT5	1	ENSG00000124523	
STXBP1	1	ENSG00000136854	
ZSCAN26	1	ENSG00000197062	
RAB3D	1	ENSG00000105514	
C1QTNF1	1	ENSG00000173918	
RCHY1	1	ENSG00000163743	
SPOPL	1	ENSG00000144228	
WASF2	1	ENSG00000158195	
MCOLN1	1	ENSG00000090674	
IQSEC2	1	ENSG00000124313	
CLIC6	1	ENSG00000159212	
GLT8D1	1	ENSG00000016864	
ARRDC1-AS1	1	ENSG00000203993	
SUDS3P1	1	ENSG00000249129	
POLR1D	1	ENSG00000186184	
LAPTM4A	1	ENSG00000068697	
TBC1D20	1	ENSG00000125875	
DDX60	1	ENSG00000137628	
ADCK1	1	ENSG00000063761	
OTUD4	1	ENSG00000164164	
MRPL42	1	ENSG00000198015	
RECQL5	1	ENSG00000108469	
ZNF410	1	ENSG00000119725	
SCP2	1	ENSG00000116171	
RPLP0P6	1	ENSG00000213553	
PLPBP	1	ENSG00000147471	
ACOT8	1	ENSG00000101473	
MOSPD2	1	ENSG00000130150	
PPP1CC	1	ENSG00000186298	
UBE2B	1	ENSG00000119048	
SELENON	1	ENSG00000162430	
PSEN1	1	ENSG00000080815	
RPL6P10	1	ENSG00000243199	
GLB1L	1	ENSG00000163521	
PDRG1	1	ENSG00000088356	
TBC1D7	1	ENSG00000145979	
ANAPC1	1	ENSG00000153107	
ERP44	1	ENSG00000023318	
PERP	1	ENSG00000112378	
PM20D2	1	ENSG00000146281	
PHB1	1	ENSG00000167085	
FBXL5	1	ENSG00000118564	
MISP3	1	ENSG00000141854	
USF1	1	ENSG00000158773	
ZNF44	1	ENSG00000197857	
ZNF527	1	ENSG00000189164	
NEIL1	1	ENSG00000140398	
PRPF40A	1	ENSG00000196504	
UBL4A	1	ENSG00000102178	
NCKIPSD	1	ENSG00000213672	
DECR1	1	ENSG00000104325	
MCRIP2	1	ENSG00000172366	
PCBP2P2	1	ENSG00000253341	
GOLGA6L5P	1	ENSG00000230373	
OSBP2	1	ENSG00000184792	
CTCF	1	ENSG00000102974	
IFT25	1	ENSG00000081870	
ZNF512B	1	ENSG00000196700	
MPST	1	ENSG00000128309	
R3HDM1	1	ENSG00000048991	
VMP1	1	ENSG00000062716	
ZNF517	1	ENSG00000197363	
KIAA1143	1	ENSG00000163807	
KIF3B	1	ENSG00000101350	
NDUFC1	1	ENSG00000109390	
COX18	1	ENSG00000163626	
TCHP	1	ENSG00000139437	
CSDE1	1	ENSG00000009307	
DNPEP	1	ENSG00000123992	
GSDMD	1	ENSG00000104518	
ZNF791	1	ENSG00000173875	
RSPRY1	1	ENSG00000159579	
RAB13	1	ENSG00000143545	
HTT	1	ENSG00000197386	
THAP5	1	ENSG00000177683	
PRKX	1	ENSG00000183943	
PCMTD2	1	ENSG00000203880	
SLC26A6	1	ENSG00000225697	
TTC7A	1	ENSG00000068724	
MYO5B	1	ENSG00000167306	
YTHDF3	1	ENSG00000185728	
MSL1	1	ENSG00000188895	
SLK	1	ENSG00000065613	
FNTA	1	ENSG00000168522	
ATXN7L3B	1	ENSG00000253719	
ZNF543	1	ENSG00000178229	
FGFR1	1	ENSG00000077782	
CRK	1	ENSG00000167193	
GID8	1	ENSG00000101193	
ELMOD3	1	ENSG00000115459	
CCDC66	1	ENSG00000180376	
SLC30A1	1	ENSG00000170385	
SNU13	1	ENSG00000100138	
MOCOS	1	ENSG00000075643	
INTS15	1	ENSG00000146576	
CLN8	1	ENSG00000182372	
ZNF343	1	ENSG00000088876	
DCAF7	1	ENSG00000136485	
PDPR	1	ENSG00000090857	
EDEM3	1	ENSG00000116406	
RPS6KC1	1	ENSG00000136643	
AGAP1	1	ENSG00000157985	
HEMK1	1	ENSG00000114735	
BAIAP2-DT	1	ENSG00000226137	
SGPL1	1	ENSG00000166224	
KANSL1L	1	ENSG00000144445	
PHF2	1	ENSG00000197724	
CSTF1	1	ENSG00000101138	
KIFAP3	1	ENSG00000075945	
SPAST	1	ENSG00000021574	
SON	1	ENSG00000159140	
MTMR6	1	ENSG00000139505	
PCDHB15	1	ENSG00000113248	
DHX57	1	ENSG00000163214	
ISCA2	1	ENSG00000165898	
WNK2	1	ENSG00000165238	
SERTAD2	1	ENSG00000179833	
RGS12	1	ENSG00000159788	
UBE2K	1	ENSG00000078140	
WBP1L	1	ENSG00000166272	
NDUFS5	1	ENSG00000168653	
MAVS	1	ENSG00000088888	
MOB4	1	ENSG00000115540	
MMGT1	1	ENSG00000169446	
TM9SF2	1	ENSG00000125304	
MAF1	1	ENSG00000179632	
TRIM25	1	ENSG00000121060	
KIDINS220	1	ENSG00000134313	
SEC63	1	ENSG00000025796	
SERINC2	1	ENSG00000168528	
CNEP1R1	1	ENSG00000205423	
MLLT1	1	ENSG00000130382	
C5orf15	1	ENSG00000113583	
MAL2	1	ENSG00000147676	
SUDS3	1	ENSG00000111707	
GUK1	1	ENSG00000143774	
SNN	1	ENSG00000184602	
MRTFB	1	ENSG00000186260	
RPP30	1	ENSG00000148688	
TMEM41B	1	ENSG00000166471	
EXOC6B	1	ENSG00000144036	
RPAP2	1	ENSG00000122484	
ICMT	1	ENSG00000116237	
MDH2	1	ENSG00000146701	
SNAPC2	1	ENSG00000104976	
RNF103	1	ENSG00000239305	
ZNF419	1	ENSG00000105136	
LANCL1	1	ENSG00000115365	
TRAF3IP2	1	ENSG00000056972	
GOLT1B	1	ENSG00000111711	
LAMTOR4	1	ENSG00000188186	
AGO1	1	ENSG00000092847	
UBQLN2	1	ENSG00000188021	
CSNK1G3	1	ENSG00000151292	
CDC73	1	ENSG00000134371	
RCOR1	1	ENSG00000089902	
DDX42	1	ENSG00000198231	
MPHOSPH10	1	ENSG00000124383	
CCDC117	1	ENSG00000159873	
TOP2B	1	ENSG00000077097	
MDM4	1	ENSG00000198625	
UNC13B	1	ENSG00000198722	
LTN1	1	ENSG00000198862	
MID2	1	ENSG00000080561	
SPG21	1	ENSG00000090487	
PGAM5	1	ENSG00000247077	
CCDC127	1	ENSG00000164366	
TFG	1	ENSG00000114354	
TXLNA	1	ENSG00000084652	
JOSD1	1	ENSG00000100221	
FBXO42	1	ENSG00000037637	
R3HDM2	1	ENSG00000179912	
FAF1	1	ENSG00000185104	
RBPJ	1	ENSG00000168214	
ARHGEF7	1	ENSG00000102606	
NUP210	1	ENSG00000132182	
ATMIN	1	ENSG00000166454	
PABIR1	1	ENSG00000187866	
GPCPD1	1	ENSG00000125772	
JADE3	1	ENSG00000102221	
SERINC1	1	ENSG00000111897	
ULK2	1	ENSG00000083290	
UBA5	1	ENSG00000081307	
RPL37	1	ENSG00000145592	
PPP1R26	1	ENSG00000196422	
TSC1	1	ENSG00000165699	
PFKM	1	ENSG00000152556	
NRSN2	1	ENSG00000125841	
SNRNP200	1	ENSG00000144028	
AGPAT1	1	ENSG00000204310	
PDIK1L	1	ENSG00000175087	
SPNS1	1	ENSG00000169682	
RAP2C	1	ENSG00000123728	
VPS36	1	ENSG00000136100	
ATP6V1E1P3	1	ENSG00000256293	
PDIA3P1	1	ENSG00000180867	
POLR3F	1	ENSG00000132664	
APOO	1	ENSG00000184831	
DDX39B	1	ENSG00000198563	
UBAC2	1	ENSG00000134882	
HSD3B7	1	ENSG00000099377	
DNAJC13	1	ENSG00000138246	
GABARAP	1	ENSG00000170296	
EIF5A2	1	ENSG00000163577	
LGALS3BP	1	ENSG00000108679	
OBSL1	1	ENSG00000124006	
KPNA6	1	ENSG00000025800	
STK4	1	ENSG00000101109	
ABHD6	1	ENSG00000163686	
EIF4G3	1	ENSG00000075151	
RPL15P3	1	ENSG00000212802	
EDEM1	1	ENSG00000134109	
RWDD2B	1	ENSG00000156253	
IVNS1ABP	1	ENSG00000116679	
ZNF395	1	ENSG00000186918	
IST1	1	ENSG00000182149	
HID1	1	ENSG00000167861	
MED9	1	ENSG00000141026	
ENTREP3	1	ENSG00000160767	
KAT6B	1	ENSG00000156650	
MIEF1	1	ENSG00000100335	
SLC22A5	1	ENSG00000197375	
SAMM50	1	ENSG00000100347	
STARD7	1	ENSG00000084090	
ESCO1	1	ENSG00000141446	
EAF1	1	ENSG00000144597	
MARCHF7	1	ENSG00000136536	
ZNF780A	1	ENSG00000197782	
ZKSCAN1	1	ENSG00000106261	
PSPC1	1	ENSG00000121390	
ATRAID	1	ENSG00000138085	
IRGQ	1	ENSG00000167378	
LTBR	1	ENSG00000111321	
PRR14L	1	ENSG00000183530	
LUC7L3	1	ENSG00000108848	
GPS1	1	ENSG00000169727	
PCNP	1	ENSG00000081154	
SPATA2L	1	ENSG00000158792	
PIGT	1	ENSG00000124155	
ATP2B4	1	ENSG00000058668	
MCCC2	1	ENSG00000131844	
STAU1	1	ENSG00000124214	
HSPA5	1	ENSG00000044574	
COBL	1	ENSG00000106078	
SAT2	1	ENSG00000141504	
JARID2	1	ENSG00000008083	
RANBP6	1	ENSG00000137040	
ZNF765	1	ENSG00000196417	
PCMTD1	1	ENSG00000168300	
GLI4	1	ENSG00000250571	
AKAP8L	1	ENSG00000011243	
GLUD1	1	ENSG00000148672	
CEP78	1	ENSG00000148019	
TAF4	1	ENSG00000130699	
SMC3	1	ENSG00000108055	
NPRL2	1	ENSG00000114388	
ZNF155	1	ENSG00000204920	
ZNF200	1	ENSG00000010539	
PRSS8	1	ENSG00000052344	
PFDN6	1	ENSG00000204220	
ZER1	1	ENSG00000160445	
MOSMO	1	ENSG00000185716	
GPAT4	1	ENSG00000158669	
AKAP17A	1	ENSG00000197976	
POLE	1	ENSG00000177084	
RBM10	1	ENSG00000182872	
MRPS12	1	ENSG00000128626	
STK33	1	ENSG00000130413	
STX12	1	ENSG00000117758	
CCDC59	1	ENSG00000133773	
TCEAL9	1	ENSG00000185222	
PDIA6	1	ENSG00000143870	
PSMB4	1	ENSG00000159377	
NSMCE4A	1	ENSG00000107672	
MATR3	1	ENSG00000015479	
GRHL2	1	ENSG00000083307	
CNOT10	1	ENSG00000182973	
DCTN5	1	ENSG00000166847	
PPIC	1	ENSG00000168938	
ARHGEF5	1	ENSG00000050327	
MAN1C1	1	ENSG00000117643	
C6orf62	1	ENSG00000112308	
CAMKK2	1	ENSG00000110931	
ME2	1	ENSG00000082212	
LRATD2	1	ENSG00000168672	
GDI2	1	ENSG00000057608	
DDOST	1	ENSG00000244038	
PTENP1	1	ENSG00000237984	
FBXL20	1	ENSG00000108306	
SLC66A1	1	ENSG00000040487	
TRIM39	1	ENSG00000204599	
WDR27	1	ENSG00000184465	
THAP4	1	ENSG00000176946	
ACTR10	1	ENSG00000131966	
SERTAD3	1	ENSG00000167565	
NUP85	1	ENSG00000125450	
TRAPPC3	1	ENSG00000054116	
ZNF107	1	ENSG00000196247	
MFSD5	1	ENSG00000182544	
USP51	1	ENSG00000247746	
DICER1	1	ENSG00000100697	
RCAN2	1	ENSG00000172348	
ZNF496	1	ENSG00000162714	
TAB2	1	ENSG00000055208	
MOGS	1	ENSG00000115275	
MAP3K1	1	ENSG00000095015	
ABCD4	1	ENSG00000119688	
TMEM101	1	ENSG00000091947	
MRPL35	1	ENSG00000132313	
ZNF606	1	ENSG00000166704	
EIF2D	1	ENSG00000143486	
RALGPS1	1	ENSG00000136828	
CAPNS1	1	ENSG00000126247	
CPSF6	1	ENSG00000111605	
ATP6V1H	1	ENSG00000047249	
PMS1	1	ENSG00000064933	
DYRK1A	1	ENSG00000157540	
SMIM15	1	ENSG00000188725	
UPF1	1	ENSG00000005007	
SAMD1	1	ENSG00000141858	
TSPAN17	1	ENSG00000048140	
